id,authors,description,number,rubygem_id,built_at,updated_at,summary,platform,created_at,indexed,prerelease,position,latest,full_name,licenses,size,requirements,required_ruby_version,sha256,metadata,required_rubygems_version,yanked_at,info_checksum,yanked_info_checksum,pusher_id,canonical_number,cert_chain,pusher_api_key_id,gem_platform,gem_full_name,spec_sha256
1953044,"Jim Gay, Savannah Moore",Code supporting deployments.,0.2.23,231740,1980-01-02 00:00:00,2026-01-16 14:16:04.087041,Tasks for discharging an application for deployment.,ruby,2026-01-16 14:16:03.235965,t,f,0,t,discharger-0.2.23,"--- []
",23552,"--- []
",>= 0,s2kKrhOmTovveRq322kdeo/YhRQOCzj4NYCoCxC5LuU=,"""homepage_uri""=>""https://github.com/SOFware/discharger"", ""changelog_uri""=>""https://github.com/SOFware/discharger/blob/main/CHANGELOG.md"", ""source_code_uri""=>""https://github.com/SOFware/discharger.git""",>= 0,,ac6a987715ebc7b3e4463fe4cfb5bae9,,,0.2.23,,248732,ruby,discharger-0.2.23,GEKkhNbxmVUhm64xnx0SoTVEA4lz6nt9QdlCBuJtb94=
1953045,Cybrid,View our documentation at https://github.com/Cybrid-app/cybrid-api-id-ruby/,0.126.54,206557,1980-01-02 00:00:00,2026-01-16 14:28:47.605221,Cybrid Identity API Ruby Gem,ruby,2026-01-16 14:28:42.873999,t,f,3,f,cybrid_api_id_ruby-0.126.54,"---
- Apache-2.0
",8744448,"--- []
",>= 2.4,l4UL2xFPh7WS7xf7U0iUP1hx9AKym2WCcJtbmgm+a8A=,"",>= 0,,d25b2c3a52b355dd34dfe299a5c5107e,,168654,0.126.54,,165298,ruby,cybrid_api_id_ruby-0.126.54,RFwPy7p1P9OSDNB8X14i8b7EE0aHqOMskmQahUZpmes=
1953046,Cybrid,View our documentation at https://github.com/Cybrid-app/cybrid-api-organization-ruby/,0.126.54,206556,1980-01-02 00:00:00,2026-01-16 14:29:06.690923,Cybrid Organization API Ruby Gem,ruby,2026-01-16 14:29:03.744321,t,f,3,f,cybrid_api_organization_ruby-0.126.54,"---
- Apache-2.0
",8749056,"--- []
",>= 2.4,dntuk+vp2eR/+KZW9Tfhq+n9XlxOthf4a9VXRNyN+ZY=,"",>= 0,,ee2f95472c8d3917dd2c091c280b6649,,168654,0.126.54,,165298,ruby,cybrid_api_organization_ruby-0.126.54,1JZoOhhc/gu2/pNZNAlAIWFYFzTW2WNog2gRwGWAsLQ=
1953047,Cybrid,View our documentation at https://github.com/Cybrid-app/cybrid-api-bank-ruby/,0.126.54,206558,1980-01-02 00:00:00,2026-01-16 14:29:45.056576,Cybrid Bank API Ruby Gem,ruby,2026-01-16 14:29:42.063785,t,f,3,f,cybrid_api_bank_ruby-0.126.54,"---
- Apache-2.0
",9193984,"--- []
",>= 2.4,EtOmWwcXv3gag9xc2B093bgaVS8LVCiV9KsCJBvIBKc=,"",>= 0,,fbc686545ac3f5c4795d72a6918df195,,168654,0.126.54,,165298,ruby,cybrid_api_bank_ruby-0.126.54,7P/+jZEWkcZbaXTBqLuUVcNloltPjmrbPB/bftlluAc=
1953048,"ONLYOFFICE, Pavel Lobashov, Oleg Nazarov, Dmitry Rotaty",ONLYOFFICE Webdriver Wrapper Gem. Used in QA,1.41.0,177257,1980-01-02 00:00:00,2026-01-16 14:40:53.033287,ONLYOFFICE Webdriver Wrapper Gem,ruby,2026-01-16 14:40:51.539708,t,f,0,t,onlyoffice_webdriver_wrapper-1.41.0,"---
- AGPL-3.0-or-later
",36739072,"--- []
",>= 3.1,2HhhsbN3hImfPwRhWztHPDl/PPlkMzFN4P9hIBUsv/c=,"""changelog_uri""=>""https://github.com/ONLYOFFICE-QA/onlyoffice_webdriver_wrapper/blob/master/CHANGELOG.md"", ""bug_tracker_uri""=>""https://github.com/ONLYOFFICE-QA/onlyoffice_webdriver_wrapper/issues"", ""source_code_uri""=>""https://github.com/ONLYOFFICE-QA/onlyoffice_webdriver_wrapper"", ""documentation_uri""=>""https://www.rubydoc.info/gems/onlyoffice_webdriver_wrapper"", ""rubygems_mfa_required""=>""true""",>= 0,,4f0f6fd5d2ee508fbd774bdc0d88ca33,,169722,1.41,,166584,ruby,onlyoffice_webdriver_wrapper-1.41.0,St6fH8GT01VaR9s8VN6FFtO/31oRv/mlRi8QqJNEJCU=
1953049,Florian Frank,This ruby gem provides some useful command line utilities,0.90.0,42265,1980-01-02 00:00:00,2026-01-16 14:42:53.699412,Some useful command line utilities,ruby,2026-01-16 14:42:52.361428,t,f,0,t,utils-0.90.0,"---
- GPL-2.0
",95232,"--- []
",>= 0,rFQM1oSqKdtb6PoJMFYyLzUbEWiI4Fnl/uJ6jBzzYlE=,"",>= 0,,430b8dea82816651752f80f01644daea,,1873,0.90,,170388,ruby,utils-0.90.0,THFvWl7fn0HPHKDLqVmqg05ur7jcxMiZ7DMn2CtveGY=
1953050,OpenAPI-Generator," REST API for electronic invoicing in France: Factur-X, AFNOR PDP/PA, electronic signatures.  ## 🎯 Main Features  ### 📄 Factur-X Invoice Generation - **Formats**: XML only or PDF/A-3 with embedded XML - **Profiles**: MINIMUM, BASIC, EN16931, EXTENDED - **Standards**: EN 16931 (EU directive 2014/55), ISO 19005-3 (PDF/A-3), CII (UN/CEFACT) - **🆕 Simplified Format**: Generation from SIRET + auto-enrichment (Chorus Pro API + Business Search)  ### ✅ Validation and Compliance - **XML Validation**: Schematron (45 to 210+ rules depending on profile) - **PDF Validation**: PDF/A-3, Factur-X XMP metadata, electronic signatures - **VeraPDF**: Strict PDF/A validation (146+ ISO 19005-3 rules) - **Asynchronous Processing**: Celery support for heavy validations (VeraPDF)  ### 📡 AFNOR PDP/PA Integration (XP Z12-013) - **Flow Submission**: Send invoices to Partner Dematerialization Platforms - **Flow Search**: View submitted invoices - **Download**: Retrieve PDF/A-3 with XML - **Directory Service**: Company search (SIREN/SIRET) - **Multi-client**: Support for multiple PDP configs per user (stored credentials or zero-storage)  ### ✍️ PDF Electronic Signature - **Standards**: PAdES-B-B, PAdES-B-T (RFC 3161 timestamping), PAdES-B-LT (long-term archival) - **eIDAS Levels**: SES (self-signed), AdES (commercial CA), QES (QTSP) - **Validation**: Cryptographic integrity and certificate verification - **Certificate Generation**: Self-signed X.509 certificates for testing  ### 🔄 Asynchronous Processing - **Celery**: Asynchronous generation, validation and signing - **Polling**: Status tracking via `/tasks/{task_id}/status` - **No timeout**: Ideal for large files or heavy validations  ## 🔒 Authentication  All requests require a **JWT token** in the Authorization header: ``` Authorization: Bearer YOUR_JWT_TOKEN ```  ### How to obtain a JWT token?  #### 🔑 Method 1: `/api/token/` API (Recommended)  **URL:** `https://factpulse.fr/api/token/`  This method is **recommended** for integration in your applications and CI/CD workflows.  **Prerequisites:** Having set a password on your account  **For users registered via email/password:** - You already have a password, use it directly  **For users registered via OAuth (Google/GitHub):** - You must first set a password at: https://factpulse.fr/accounts/password/set/ - Once the password is created, you can use the API  **Request example:** ```bash curl -X POST https://factpulse.fr/api/token/ \   -H ""Content-Type: application/json"" \   -d '{     ""username"": ""your_email@example.com"",     ""password"": ""your_password""   }' ```  **Optional `client_uid` parameter:**  To select credentials for a specific client (PA/PDP, Chorus Pro, signing certificates), add `client_uid`:  ```bash curl -X POST https://factpulse.fr/api/token/ \   -H ""Content-Type: application/json"" \   -d '{     ""username"": ""your_email@example.com"",     ""password"": ""your_password"",     ""client_uid"": ""550e8400-e29b-41d4-a716-446655440000""   }' ```  The `client_uid` will be included in the JWT and allow the API to automatically use: - AFNOR/PDP credentials configured for this client - Chorus Pro credentials configured for this client - Electronic signature certificates configured for this client  **Response:** ```json {   ""access"": ""eyJ0eXAiOiJKV1QiLCJhbGc..."",  // Access token (validity: 30 min)   ""refresh"": ""eyJ0eXAiOiJKV1QiLCJhbGc...""  // Refresh token (validity: 7 days) } ```  **Advantages:** - ✅ Full automation (CI/CD, scripts) - ✅ Programmatic token management - ✅ Refresh token support for automatic access renewal - ✅ Easy integration in any language/tool  #### 🖥️ Method 2: Dashboard Generation (Alternative)  **URL:** https://factpulse.fr/api/dashboard/  This method is suitable for quick tests or occasional use via the graphical interface.  **How it works:** - Log in to the dashboard - Use the ""Generate Test Token"" or ""Generate Production Token"" buttons - Works for **all** users (OAuth and email/password), without requiring a password  **Token types:** - **Test Token**: 24h validity, 1000 calls/day quota (free) - **Production Token**: 7 days validity, quota based on your plan  **Advantages:** - ✅ Quick for API testing - ✅ No password required - ✅ Simple visual interface  **Disadvantages:** - ❌ Requires manual action - ❌ No refresh token - ❌ Less suited for automation  ### 📚 Full Documentation  For more information on authentication and API usage: https://factpulse.fr/documentation-api/     ",3.0.32,238171,2026-01-16 00:00:00,2026-01-16 14:51:09.019983,FactPulse REST API Ruby Gem,ruby,2026-01-16 14:51:08.277605,t,f,6,f,factpulse-3.0.32,"---
- Unlicense
",295936,"--- []
",>= 2.7,k/U9XKkE351meCD+W4JSu7iuSWdYc+ByusIQ3+dPOag=,"",>= 0,,3898275e22f04c17689afcadf5db9ec3,,239521,3.0.32,,245513,ruby,factpulse-3.0.32,WHRyYuwIlUAe+DL/6HMCBYeTcQwvbUDT+7UscovWvDY=
1953051,"Piotr Kliczewski, Moti Asayag, Paulo Ribeiro, Gilles Dubreuil, Adam Grare, Boris Odnopozov, Shira Maximov, yifatmakias, Beni Cherniavsky-Paskin, Leos Stejskal, Wesley Beary",This library can be used as a module for `fog`.,1.5.0,172403,1980-01-02 00:00:00,2026-01-16 14:56:08.00506,Module for the 'fog' gem to support Kubevirt.,ruby,2026-01-16 14:56:07.276676,t,f,0,t,fog-kubevirt-1.5.0,"---
- Apache-2.0
",53248,"--- []
",>= 0,Gc/fST+dSlCSRiIcEjRpNsr7QZuIA6aQdMkHfZbsV5k=,"",>= 0,,33fa7c7971666c28f4ba339424dd920e,,112783,1.5,,185290,ruby,fog-kubevirt-1.5.0,w45sb6R2Zp/LOMFsjTH34AvTFGoZy3/CAUPYeH1vIzM=
1953052,files.com,The Files.com Ruby client.,1.1.502,189023,2026-01-16 00:00:00,2026-01-16 15:00:00.717224,Files.com Ruby client.,ruby,2026-01-16 14:59:58.74531,t,f,0,t,files.com-1.1.502,"---
- MIT
",249856,"--- []
",>= 2.7,Eh2onX3NPhwsLhJDNXeKlG/dt8AaCyV7nYrqhq3ZPlk=,"",>= 0,,9d07a56a47667a2ec74c5b97c52a6718,,143477,1.1.502,,142628,ruby,files.com-1.1.502,PtZ7xuD/oleM1w8tftr6J5O5yR0J1fEC2rWtM4tWY/8=
1953053,Cybrid,View our documentation at https://github.com/Cybrid-app/cybrid-api-id-ruby/,0.126.55,206557,1980-01-02 00:00:00,2026-01-16 15:08:56.00637,Cybrid Identity API Ruby Gem,ruby,2026-01-16 15:08:51.535051,t,f,2,f,cybrid_api_id_ruby-0.126.55,"---
- Apache-2.0
",8744448,"--- []
",>= 2.4,/k5CWQNI3hmRCbznPa15/yjB0xTjDEGBah+o78iNF7c=,"",>= 0,,c19d45640af1534a96c592fa81c9203d,,168654,0.126.55,,165298,ruby,cybrid_api_id_ruby-0.126.55,OocwFDSYce9+XRc6JNos2lmYZbVDH950yU/uLce0SHg=
1953054,Cybrid,View our documentation at https://github.com/Cybrid-app/cybrid-api-organization-ruby/,0.126.55,206556,1980-01-02 00:00:00,2026-01-16 15:09:48.400151,Cybrid Organization API Ruby Gem,ruby,2026-01-16 15:09:45.073492,t,f,2,f,cybrid_api_organization_ruby-0.126.55,"---
- Apache-2.0
",8749056,"--- []
",>= 2.4,uDhOVDCXW2R/ppmokYhxAWyoRj+vMl6rJ4yUpOlMMQI=,"",>= 0,,eb9e4abf387890d9916210602ac70276,,168654,0.126.55,,165298,ruby,cybrid_api_organization_ruby-0.126.55,o+lkYtVjxiFWOtsr/OTjCfaH18w0zhjV1Pt47wfBUDk=
1953055,Cybrid,View our documentation at https://github.com/Cybrid-app/cybrid-api-bank-ruby/,0.126.55,206558,1980-01-02 00:00:00,2026-01-16 15:10:00.905192,Cybrid Bank API Ruby Gem,ruby,2026-01-16 15:09:58.121445,t,f,2,f,cybrid_api_bank_ruby-0.126.55,"---
- Apache-2.0
",9193984,"--- []
",>= 2.4,JAC4AI+hvmbpEc8hA5DGRlSCa+N1LImxEdXjoQh9nU0=,"",>= 0,,c61c6786e6e72870f70952efab205812,,168654,0.126.55,,165298,ruby,cybrid_api_bank_ruby-0.126.55,Xx11f256v1iULTIyIRvNq2i2nuEVv4HN+zhsQNE7IbQ=
1953056,Brooke Kuhlmann,,18.1.0,91010,1980-01-02 00:00:00,2026-01-16 15:10:19.183495,"A multi-account, form-based, database-less, application-wide, Rails authenticator.",ruby,2026-01-16 15:10:18.037203,t,f,0,t,auther-18.1.0,"---
- Hippocratic-2.1
",22016,"--- []
",>= 4.0,eTtJS57HoUSWrHyUjOLICUWODN0gXoTsh3wDP5KWWog=,"""label""=>""Auther"", ""funding_uri""=>""https://github.com/sponsors/bkuhlmann"", ""homepage_uri""=>""https://alchemists.io/projects/auther"", ""changelog_uri""=>""https://alchemists.io/projects/auther/versions"", ""bug_tracker_uri""=>""https://github.com/bkuhlmann/auther/issues"", ""source_code_uri""=>""https://github.com/bkuhlmann/auther"", ""rubygems_mfa_required""=>""true""",>= 0,,20c7b0858f1575fc358a3225b59b4134,,1624,18.1,"-----BEGIN CERTIFICATE-----
MIIENjCCAp6gAwIBAgIBAjANBgkqhkiG9w0BAQsFADBBMQ8wDQYDVQQDDAZicm9v
a2UxGjAYBgoJkiaJk/IsZAEZFgphbGNoZW1pc3RzMRIwEAYKCZImiZPyLGQBGRYC
aW8wHhcNMjUwMzIyMTQ1NDE3WhcNMjYwMzIyMTQ1NDE3WjBBMQ8wDQYDVQQDDAZi
cm9va2UxGjAYBgoJkiaJk/IsZAEZFgphbGNoZW1pc3RzMRIwEAYKCZImiZPyLGQB
GRYCaW8wggGiMA0GCSqGSIb3DQEBAQUAA4IBjwAwggGKAoIBgQCro8tj5/E1Hg88
f4qfiwPVd2zJQHvdYt4GHVvuHRRgx4HGhJuNp+4BId08RBn7V6V1MW6MY3kezRBs
M+7QOQ4b1xNLTvY7FYQB1wGK5a4x7TTokDrPYQxDB2jmsdDYCzVbIMrAvUfcecRi
khyGZCdByiiCl4fKv77P12tTT+NfsvXkLt/AYCGwjOUyGKTQ01Z6eC09T27GayPH
QQvIkakyFgcJtzSyGzs8bzK5q9u7wQ12MNTjJoXzW69lqp0oNvDylu81EiSUb5S6
QzzPxZBiRB1sgtbt1gUbVI262ZDq1gR+HxPFmp+Cgt7ZLIJZAtesQvtcMzseXpfn
hpmm0Sw22KGhRAy/mqHBRhDl5HqS1SJp2Ko3lcnpXeFResp0HNlt8NSu13vhC08j
GUHU9MyIXbFOsnp3K3ADrAVjPWop8EZkmUR3MV/CUm00w2cZHCSGiXl1KMpiVKvk
Ywr1gd2ZME4QLSo+EXUtLxDUa/W3xnBS8dBOuMMz02FPWYr3PN8CAwEAAaM5MDcw
CQYDVR0TBAIwADALBgNVHQ8EBAMCBLAwHQYDVR0OBBYEFAFgmv0tYMZnItuPycSM
F5wykJEVMA0GCSqGSIb3DQEBCwUAA4IBgQBlzRfyAYx/fCFjizS0Npxw4+4T3aYL
hbXoDqQRWjxuhFZcXUymhz3r8/Ltyri9lSof8grzB+8/+mrMVms7Gwt5qolk6zdn
FkySGy/jmpN12ldOHFbBEnyVBZNBvOBVb8zkkw8PhiHdBdXOUm4Jy39yJvBLfjcC
iM1aeWPmgPy1GbvZU+leRGZLt6dRIR9oCDXcWLRjha8xLMoz6Yn9fJBYexBA3iEz
h5S7pn4AX/JhVRiSyl8pAy4jEKydpyQrliH3gHkpNmUS/XDczP+9xX1bAB4BvqL2
NCxMcQ+hiJNqCKpPgHxaOOHZfIxV33logIuPEQ8NryHAwZ9ZWnwtYDE8kQGGKskI
Kkm6QT474hZl7MpwiJjWgW313CR7jUEekQahX1QxCxHPI7LSrKpno0plH3uWIOQp
KUlkb9uyACBgyRO52ZHiDVI8YvtU5O/j9pSes9/3XgvBeC1onx4qWp+uRX7eVsYS
GiijocTc3enZVrXERetaXj8/9XWs3fB3HWY=
-----END CERTIFICATE-----
",162206,ruby,auther-18.1.0,hsEfgJ7MAmNtUKkiu/7TJJh3Lsj7uGyz73X+YryrKNw=
1953057,Shubham Taywade,"AgentRuntime provides a reusable control plane for building tool-using LLM agents with explicit state, policy enforcement, and auditability.",0.2.0,239290,1980-01-02 00:00:00,2026-01-16 15:10:34.835524,"Deterministic, policy-driven runtime for safe LLM agents",ruby,2026-01-16 15:10:33.82125,t,f,0,t,agent_runtime-0.2.0,"---
- MIT
",19968,"--- []
",>= 3.2,9Ah+CKD/5LBY3K45x2+mflqPr2rb4MmyLoXsmOJTBKQ=,"""rubygems_mfa_required""=>""true""",>= 0,,89f58b8d0697f09d665b376e82e1b42b,,146659,0.2,,243931,ruby,agent_runtime-0.2.0,RYzQF+WzVxxs1eGWUpze3OHVfxcgZK7rG7H0VMUFh2U=
1953058,reshacs,"A full-featured modal manager ported from @reshacs/react-modal-manager. Supports multi-modal, drag, resize, minimize, history stack, taskbar, and more.",1.0.9,239260,1980-01-02 00:00:00,2026-01-16 15:10:47.562774,Advanced modal manager for Rails applications,ruby,2026-01-16 15:10:46.708261,t,f,10,f,rails_modal_manager-1.0.9,"---
- MIT
",38400,"--- []
",>= 3.0.0,ajWyqM/VKrYEYkaEvjEJufwANMFZ4AP95nttv5GjY4w=,"",>= 0,,2e415ef6969f58fd56048ec97c0a1747,,240899,1.0.9,,248663,ruby,rails_modal_manager-1.0.9,EaWH229XyGy9cjq1Yakq4OHtrkCLOSHDt5r0tXAXWuM=
1953059,Brooke Kuhlmann,,2.1.0,206186,1980-01-02 00:00:00,2026-01-16 15:11:39.911768,A customizable and feature rich logger.,ruby,2026-01-16 15:11:39.129851,t,f,0,t,cogger-2.1.0,"---
- Hippocratic-2.1
",33792,"--- []
",>= 4.0,j6PPlkhW3KXQF1ql6eH2Tt7a2RdwC7Ke/F50ccM5Au8=,"""label""=>""Cogger"", ""funding_uri""=>""https://github.com/sponsors/bkuhlmann"", ""homepage_uri""=>""https://alchemists.io/projects/cogger"", ""changelog_uri""=>""https://alchemists.io/projects/cogger/versions"", ""bug_tracker_uri""=>""https://github.com/bkuhlmann/cogger/issues"", ""source_code_uri""=>""https://github.com/bkuhlmann/cogger"", ""rubygems_mfa_required""=>""true""",>= 0,,f02228b6be48d03ae1d7ae9777170d82,,1624,2.1,"-----BEGIN CERTIFICATE-----
MIIENjCCAp6gAwIBAgIBAjANBgkqhkiG9w0BAQsFADBBMQ8wDQYDVQQDDAZicm9v
a2UxGjAYBgoJkiaJk/IsZAEZFgphbGNoZW1pc3RzMRIwEAYKCZImiZPyLGQBGRYC
aW8wHhcNMjUwMzIyMTQ1NDE3WhcNMjYwMzIyMTQ1NDE3WjBBMQ8wDQYDVQQDDAZi
cm9va2UxGjAYBgoJkiaJk/IsZAEZFgphbGNoZW1pc3RzMRIwEAYKCZImiZPyLGQB
GRYCaW8wggGiMA0GCSqGSIb3DQEBAQUAA4IBjwAwggGKAoIBgQCro8tj5/E1Hg88
f4qfiwPVd2zJQHvdYt4GHVvuHRRgx4HGhJuNp+4BId08RBn7V6V1MW6MY3kezRBs
M+7QOQ4b1xNLTvY7FYQB1wGK5a4x7TTokDrPYQxDB2jmsdDYCzVbIMrAvUfcecRi
khyGZCdByiiCl4fKv77P12tTT+NfsvXkLt/AYCGwjOUyGKTQ01Z6eC09T27GayPH
QQvIkakyFgcJtzSyGzs8bzK5q9u7wQ12MNTjJoXzW69lqp0oNvDylu81EiSUb5S6
QzzPxZBiRB1sgtbt1gUbVI262ZDq1gR+HxPFmp+Cgt7ZLIJZAtesQvtcMzseXpfn
hpmm0Sw22KGhRAy/mqHBRhDl5HqS1SJp2Ko3lcnpXeFResp0HNlt8NSu13vhC08j
GUHU9MyIXbFOsnp3K3ADrAVjPWop8EZkmUR3MV/CUm00w2cZHCSGiXl1KMpiVKvk
Ywr1gd2ZME4QLSo+EXUtLxDUa/W3xnBS8dBOuMMz02FPWYr3PN8CAwEAAaM5MDcw
CQYDVR0TBAIwADALBgNVHQ8EBAMCBLAwHQYDVR0OBBYEFAFgmv0tYMZnItuPycSM
F5wykJEVMA0GCSqGSIb3DQEBCwUAA4IBgQBlzRfyAYx/fCFjizS0Npxw4+4T3aYL
hbXoDqQRWjxuhFZcXUymhz3r8/Ltyri9lSof8grzB+8/+mrMVms7Gwt5qolk6zdn
FkySGy/jmpN12ldOHFbBEnyVBZNBvOBVb8zkkw8PhiHdBdXOUm4Jy39yJvBLfjcC
iM1aeWPmgPy1GbvZU+leRGZLt6dRIR9oCDXcWLRjha8xLMoz6Yn9fJBYexBA3iEz
h5S7pn4AX/JhVRiSyl8pAy4jEKydpyQrliH3gHkpNmUS/XDczP+9xX1bAB4BvqL2
NCxMcQ+hiJNqCKpPgHxaOOHZfIxV33logIuPEQ8NryHAwZ9ZWnwtYDE8kQGGKskI
Kkm6QT474hZl7MpwiJjWgW313CR7jUEekQahX1QxCxHPI7LSrKpno0plH3uWIOQp
KUlkb9uyACBgyRO52ZHiDVI8YvtU5O/j9pSes9/3XgvBeC1onx4qWp+uRX7eVsYS
GiijocTc3enZVrXERetaXj8/9XWs3fB3HWY=
-----END CERTIFICATE-----
",162206,ruby,cogger-2.1.0,UBaQ+5IINwz/t/rqcNLxhDuOrdktHKifT1oUuO9/ntI=
1953060,Michael Uplawski,creates a glossary from HTML,1.30,126585,2026-01-15 00:00:00,2026-01-16 15:20:48.707355,"updated dependencies, updated use of the URI module.",ruby,2026-01-16 15:17:12.106647,f,f,1,f,html2index-1.30,"---
- Nonstandard
",48128,"---
- nokogiri, ruby-filemagic
",>= 3.0,DYewVbt+CqEmU0Rj7wrqP2HbvMl7/+75cq4m2+P0Wlg=,"""license_uri""=>""https://www.wtfpl.net/about/"", ""homepage_uri""=>""https://www.uplawski.eu/software/flnews_post_proc/"", ""documentation_uri""=>""https://www.uplawski.eu/software/html2index/html2index.html""",>= 0,2026-01-16 15:20:48.610835,fbff71bc81ae8077f2b2cefd3da25a16,c16cf9e8c0297c67c6244fbe7d0d1832,66299,1.30,,183643,ruby,html2index-1.30,Mv7GG+h5HY+7LXGSFjBETZpVGYQjUW1bfiNfv6gsODc=
1953061,Michael Uplawski,creates a glossary from HTML,1.31,126585,2026-01-16 00:00:00,2026-01-16 15:20:23.085432,"New logging module, new license, homepage and documentation",ruby,2026-01-16 15:20:22.422855,t,f,0,t,html2index-1.31,"---
- Nonstandard
",47616,"---
- nokogiri, ruby-filemagic
",>= 3.0,LevQShXIXUYJ9X/ju8ZeKlvjTCF+j54U5OLmVwDKQ6Y=,"""license_uri""=>""https://www.wtfpl.net/about/"", ""homepage_uri""=>""https://www.uplawski.eu/software/"", ""documentation_uri""=>""https://www.uplawski.eu/software/html2index/html2index.html""",>= 0,,e19c3a022e92347b88c7bf65f78e529d,,66299,1.31,,183643,ruby,html2index-1.31,VJye42C9DKujlHqczdCxBqL/5FGreah3q+xa1hmHlyY=
1953062,Pandev,"BetterAppGen generates production-ready Rails 8 applications with a modern, opinionated stack. Features include: Solid Stack (Cache, Queue, Cable) backed by PostgreSQL instead of Redis, Vite 7 with Tailwind CSS 4 and Stimulus for frontend, multi-database architecture with separate databases for app, cache, queue, and cable, UUID primary keys by default, complete Docker development environment with helper scripts, configurable locale support (en, it, de, fr, es, pt, nl, pl, ru, ja, zh), and optional SimpleForm integration with Tailwind styling. Get a fully configured Rails 8 app in seconds.",0.1.0,239291,1980-01-02 00:00:00,2026-01-16 15:20:43.748031,"Rails 8 app generator with Solid Stack, Vite, Tailwind, and Docker",ruby,2026-01-16 15:20:43.036904,t,f,0,t,better_app_gen-0.1.0,"---
- MIT
",35840,"--- []
",>= 3.2.0,B1Y18UwrZ/tZZtCqgK7qR2iAY+BoMyRe7FLQpKQC6DY=,"""homepage_uri""=>""https://github.com/umbertopeserico/better_app_gen"", ""changelog_uri""=>""https://github.com/umbertopeserico/better_app_gen/blob/main/CHANGELOG.md"", ""bug_tracker_uri""=>""https://github.com/umbertopeserico/better_app_gen/issues"", ""source_code_uri""=>""https://github.com/umbertopeserico/better_app_gen"", ""allowed_push_host""=>""https://rubygems.org"", ""documentation_uri""=>""https://github.com/umbertopeserico/better_app_gen"", ""rubygems_mfa_required""=>""true""",>= 0,,88990affe6b237f9746a82cb7cc1ac65,,153899,0.1,,183580,ruby,better_app_gen-0.1.0,KZg3EETzO8pc0MNYJpiewclgw8cWcRI+4vKP6XT7c3w=
1953063,Aliaksei Hrechushkin,Gem which provide simple way to control DNS records.,1.2.6,207362,1980-01-02 00:00:00,2026-01-16 15:22:54.565282,Wrapper for coredns-etcd application,ruby,2026-01-16 15:22:53.943185,t,f,0,t,coredns-1.2.6,"---
- Apache-2.0
",13312,"--- []
",>= 2.7,ikmBKuCaTuMgPBDusPSmxMklGa3ued+Wdn4OMYKEyVc=,"""homepage_uri""=>""https://icdc.io"", ""changelog_uri""=>""https://github.com/icdc-io/coredns"", ""source_code_uri""=>""https://github.com/icdc-io/coredns""",>= 0,,8b28e8d7caa64748f9f2356307574314,,240937,1.2.6,,248733,ruby,coredns-1.2.6,t6gzQyBFuMaI/KB4G3pUW7sDxYdJCe/wljPdNRO1f9U=
1953064,Jake Bottrall,Riffer is a comprehensive Ruby framework designed to simplify the development of AI-powered applications and agents. It provides a complete toolkit for integrating artificial intelligence capabilities into your Ruby projects.,0.6.1,238771,1980-01-02 00:00:00,2026-01-16 15:27:45.215125,The all-in-one Ruby framework for building AI-powered applications and agents.,ruby,2026-01-16 15:27:44.470583,t,f,0,t,riffer-0.6.1,"---
- MIT
",18944,"--- []
",>= 3.2.0,D/c0MXUYCTq91ZFlY4UnYaDFl/wZ0a2I2xylvbb0o1Q=,"""homepage_uri""=>""https://riffer.ai"", ""changelog_uri""=>""https://github.com/janeapp/riffer/blob/main/CHANGELOG.md"", ""source_code_uri""=>""https://github.com/janeapp/riffer"", ""allowed_push_host""=>""https://rubygems.org""",>= 0,,748fd688e37e9c7ead8e6eaccde1e09e,,,0.6.1,,248734,ruby,riffer-0.6.1,PnifhrUqJ7jO9mkJJLkRj80tPnZ+k2388YBaoXT48Zw=
1953065,yoshoku,"Numo::OpenBLAS downloads and builds OpenBLAS during installation and
uses that as a background library for Numo::Linalg.
",0.5.2,194560,1980-01-02 00:00:00,2026-01-16 15:33:05.494084,Numo::OpenBLAS downloads and builds OpenBLAS during installation and uses that as a background library for Numo::Linalg.,ruby,2026-01-16 15:33:04.860408,t,f,0,t,numo-openblas-0.5.2,"---
- BSD-3-Clause
",8704,"--- []
",>= 0,ZhmDD6PipEa1Jztl4FX3ApeSE8Gowc7UsttbpV2qP9w=,"""homepage_uri""=>""https://github.com/yoshoku/numo-openblas"", ""changelog_uri""=>""https://github.com/yoshoku/numo-openblas/blob/main/CHANGELOG.md"", ""source_code_uri""=>""https://github.com/yoshoku/numo-openblas"", ""documentation_uri""=>""https://github.com/yoshoku/numo-openblas/blob/main/README.md"", ""rubygems_mfa_required""=>""true""",>= 0,,0c0ab59e15fe3dc312890f5d768f3086,,114914,0.5.2,,114284,ruby,numo-openblas-0.5.2,ViZp/hBTTMSRxeoBrbmxuAd0TBHf/ZnmJYaKBi/DaC0=
